Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
12/1/09 12:51,,Type 2 Diabetes Mellitus,metformin oral,5,5,2,"oneofone, 45-54 Male  on Treatment for 2 to less than 5 years (Patient)",5
11/30/09 9:57,,Type 2 Diabetes Mellitus,metformin oral,5,4,0,,1
11/25/09 10:33,,Type 2 Diabetes Mellitus,metformin oral,3,4,1,"danielblades, 45-54 Male  on Treatment for 10 years or more (Patient)",3
12/21/09 13:59,"feeling nervous, nauseated and diaphoretic",Type 2 Diabetes Mellitus,metformin oral,4,2,4,45-54 Male  on Treatment for less than 1 month (Patient),2
12/17/09 11:46,,Type 2 Diabetes Mellitus,metformin oral,3,2,4,"iz2laugh15, 45-54 Female  on Treatment for 1 to 6 months (Patient)",2
12/17/09 7:48,,Type 2 Diabetes Mellitus,metformin oral,5,3,1,"jbs, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",3
12/14/09 16:33,,Type 2 Diabetes Mellitus,metformin oral,4,3,1,"t4texas, 65-74 Male  on Treatment for less than 1 month (Patient)",3
12/10/09 13:54,,Type 2 Diabetes Mellitus,metformin oral,4,3,1,"Elaine, 55-64 on Treatment for 1 to 6 months (Patient)",2
12/31/09 6:00,I am on a strict diet but still find I have gained weight but my blood sugar is at a normal level and sometimes loe that I need orange juice.,Type 2 Diabetes Mellitus,metformin oral,5,5,4,"candyman , 55-64 Male  on Treatment for 6 months to less than 1 year",5
12/30/09 0:38,,Type 2 Diabetes Mellitus,metformin oral,5,3,2,"bigmack, 35-44 Male  on Treatment for 2 to less than 5 years (Patient)",3
12/29/09 13:02,,Type 2 Diabetes Mellitus,metformin oral,3,1,1,"GeneO, 65-74 Male  on Treatment for less than 1 month (Patient)",1
12/26/09 11:19,,Type 2 Diabetes Mellitus,metformin oral,3,1,2,,1
12/24/09 14:15,,Type 2 Diabetes Mellitus,metformin oral,5,5,7,"sleepy, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
1/6/10 12:10,"Headaches in the back of my head, diarrhea, nausea, and dizziness.",Type 2 Diabetes Mellitus,metformin oral,3,3,1,55-64 Female  on Treatment for 6 months to less than 1 year (Patient),2
1/5/10 12:43,,Type 2 Diabetes Mellitus,metformin oral,3,3,0,55-64 on Treatment for 6 months to less than 1 year (Patient),2
1/4/10 21:35,,Type 2 Diabetes Mellitus,metformin oral,5,4,1,45-54 Female  on Treatment for 2 to less than 5 years (Patient),4
1/3/10 19:18,,Type 2 Diabetes Mellitus,metformin oral,4,2,1,"Twain, 45-54 Male  on Treatment for 1 to 6 months (Patient)",1
1/2/10 17:03,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"A Nonomis, Jr., 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",5
1/8/10 17:21,"I have been taking on 500 mg and constantly feel sick, feeling like I'm going to pass out.  Also on Januvia.  My sugars have not stabilized at all on this regimen - they're all over the place, sometimes too high and sometimes too low.  Have stopped taking it.",Type 2 Diabetes Mellitus,metformin oral,2,2,7,"Grandma M, 55-64 Female  on Treatment for less than 1 month (Patient)",1
1/7/10 22:43,,Type 2 Diabetes Mellitus,metformin oral,3,4,3,"sis, 45-54 Female  on Treatment for 1 to 6 months (Patient)",3
1/7/10 18:52,,Type 2 Diabetes Mellitus,metformin oral,4,3,0,"MARIA, 35-44 Female  on Treatment for 1 to 6 months (Patient)",4
1/7/10 16:35,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"Bohica7529, 55-64 Male  on Treatment for less than 1 month (Patient)",5
1/7/10 16:09,,Type 2 Diabetes Mellitus,metformin oral,4,4,0,35-44 Female  on Treatment for less than 1 month (Patient),4
1/15/10 0:23,"Makes me very ill but does reducs sugars.Causes severe itching








",Type 2 Diabetes Mellitus,metformin oral,2,2,6,"jeanm, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",3
1/13/10 8:19,,Type 2 Diabetes Mellitus,metformin oral,1,5,2,"JimmyB, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",1
1/10/10 15:39,,Type 2 Diabetes Mellitus,metformin oral,5,2,3,"rivkarin34, 75 or over Male  on Treatment for 2 to less than 5 years (Patient)",2
1/10/10 10:31,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,55-64 Male  on Treatment for 1 to 6 months (Patient),3
1/8/10 23:05,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"OhioLyn, 45-54 Female  on Treatment for 1 to 6 months (Patient)",5
1/18/10 18:51,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"john, 45-54 Male  on Treatment for 6 months to less than 1 year (Patient)",5
1/18/10 16:15,,Type 2 Diabetes Mellitus,metformin oral,2,3,2,"daldridge, 65-74 Female  on Treatment for 1 to 6 months (Patient)",1
1/17/10 3:30,,Type 2 Diabetes Mellitus,metformin oral,5,4,1,45-54 Male  on Treatment for less than 1 month,2
1/15/10 22:22,,Type 2 Diabetes Mellitus,metformin oral,4,2,2,"jaebirdie, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
1/15/10 21:22,,Type 2 Diabetes Mellitus,metformin oral,3,2,0,,2
1/22/10 11:11,itching,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"june, 65-74 Female  on Treatment for 6 months to less than 1 year (Patient)",5
1/22/10 10:27,,Type 2 Diabetes Mellitus,metformin oral,4,4,1,"Dean66, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",1
1/21/10 13:42,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"Tootles, 55-64 Female  on Treatment for 10 years or more (Patient)",5
1/20/10 16:11,,Type 2 Diabetes Mellitus,metformin oral,2,2,1,"nanapenny, 65-74 Female  on Treatment for 1 to 6 months (Patient)",1
1/20/10 8:10,,Type 2 Diabetes Mellitus,metformin oral,1,1,1,"Steve, 55-64 Male  on Treatment for less than 1 month (Patient)",1
1/27/10 14:00,"I started taking this Metformin 2x a day 1000mg and Januvia 100mg 1x a day, but a week into it i started with vision problems,my glasses were no help, saw Opthamologist no diabetes in the eyes, stopped Metformin kept with Januvia no change now stopping januvia and back to Metformin to see if maybe it is causing the eye problems. Problem is can't really focus use 325x magnified readers not good
					...
					",Type 2 Diabetes Mellitus,metformin oral,5,5,9,,3
1/25/10 10:20,,Type 2 Diabetes Mellitus,metformin oral,5,5,2,65-74 Male  on Treatment for 2 to less than 5 years (Patient),5
1/24/10 13:03,,Type 2 Diabetes Mellitus,metformin oral,4,3,1,"Fred, 45-54 Male  on Treatment for less than 1 month (Patient)",3
1/23/10 2:23,,Type 2 Diabetes Mellitus,metformin oral,5,5,8,45-54 Male  on Treatment for less than 1 month (Patient),3
1/22/10 15:26,,Type 2 Diabetes Mellitus,metformin oral,2,2,0,"Cheriscats, 45-54 Female  on Treatment for 1 to 6 months (Patient)",2
2/5/10 3:48,"Was on Metformin for only 3.5 weeks when my Dr wanted to see me to see how it was working. My BS went from 434 to the 102-112 range after first reading of the day before breakfast.  I had also lost 18 pounds in the 3.5 weeks but my Dr did not think that was good enough. Before I knew it he was giving me a 30 day supply of Byetta (5 mg in the morning and evening)  I felt that putting me on another 
					...
					",Type 2 Diabetes Mellitus,metformin oral,5,4,1,45-54 Male  on Treatment for less than 1 month (Patient),3
2/3/10 8:07,,Type 2 Diabetes Mellitus,metformin oral,3,4,6,"cal313, 45-54 Male  on Treatment for less than 1 month (Patient)",4
1/29/10 1:44,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"webnme, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
1/28/10 12:17,,Type 2 Diabetes Mellitus,metformin oral,3,4,1,"feelingblue, 45-54 Male  on Treatment for 1 to 6 months (Patient)",2
1/27/10 18:51,,Type 2 Diabetes Mellitus,metformin oral,1,1,1,35-44 Male  on Treatment for 1 to 6 months (Patient),1
2/18/10 9:51,I get diarea and upset stomach.  I really do not see a significant drop in my blood sugar.,Type 2 Diabetes Mellitus,metformin oral,1,1,1,"John, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",1
2/17/10 17:23,,Type 2 Diabetes Mellitus,metformin oral,3,3,4,"hicks, 75 or over Male  on Treatment for 1 to less than 2 years (Patient)",2
2/16/10 20:04,,Type 2 Diabetes Mellitus,metformin oral,4,3,3,"phil, 65-74 on Treatment for 1 to 6 months (Patient)",3
2/11/10 10:13,,Type 2 Diabetes Mellitus,metformin oral,3,3,0,65-74 Female  on Treatment for 2 to less than 5 years (Patient),3
2/7/10 10:37,,Type 2 Diabetes Mellitus,metformin oral,3,4,1,45-54 Female  on Treatment for 6 months to less than 1 year (Patient),2
2/25/10 13:17,I took it for 3 days and had severe diarrhea and abdominal pain.  The diarrhea came suddenly and without warning.  ,Type 2 Diabetes Mellitus,metformin oral,5,1,2,"Mrs Sunshine, 45-54 Female  on Treatment for less than 1 month (Patient)",1
2/24/10 12:40,,Type 2 Diabetes Mellitus,metformin oral,2,2,1,"tessa, 65-74 Female  on Treatment for 1 to 6 months (Patient)",1
2/20/10 12:16,,Type 2 Diabetes Mellitus,metformin oral,5,1,5,75 or over Male  on Treatment for less than 1 month (Patient),1
2/20/10 11:09,,Type 2 Diabetes Mellitus,metformin oral,2,3,1,"tori2343, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",2
2/18/10 12:01,,Type 2 Diabetes Mellitus,metformin oral,3,5,3,"karamiaa, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
3/3/10 12:03,"I was told I had diabetes in November and was given Metformin. I experienced diarreha immediately every time I ate.  The doctor told me that this would stop and sure enough it started to slow down and has almost totally stopped.  Now it depends on what I eat whether I will have diarreha or not.  I feel wonderful.  I have lost 30 pounds in 4 months.  My ATC1 has went from 10.6 to 6.3.  The doctor w
					...
					",Type 2 Diabetes Mellitus,metformin oral,5,5,3,"mooma, 55-64 Female  on Treatment for 1 to 6 months (Patient)",5
3/1/10 19:14,,Type 2 Diabetes Mellitus,metformin oral,5,3,2,"ebb, 55-64 Male  on Treatment for less than 1 month (Patient)",3
2/28/10 0:28,,Type 2 Diabetes Mellitus,metformin oral,3,3,1,"Jackson, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",2
2/27/10 20:59,,Type 2 Diabetes Mellitus,metformin oral,5,4,8,"philsyes, 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",5
2/26/10 11:22,,Type 2 Diabetes Mellitus,metformin oral,1,1,7,"Metformin, 75 or over Male  on Treatment for 2 to less than 5 years (Patient)",1
3/16/10 1:40,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"mark, 45-54 Male  on Treatment for less than 1 month (Patient)",5
3/12/10 20:26,,Type 2 Diabetes Mellitus,metformin oral,1,1,1,"rodeogirld, 35-44 Female  on Treatment for less than 1 month (Patient)",1
3/11/10 10:52,,Type 2 Diabetes Mellitus,metformin oral,5,4,2,"traysee, 35-44 Female  on Treatment for less than 1 month (Patient)",3
3/11/10 2:30,,Type 2 Diabetes Mellitus,metformin oral,3,3,5,,2
3/9/10 15:52,,Type 2 Diabetes Mellitus,metformin oral,4,3,1,"anne, 75 or over Female  on Treatment for 1 to 6 months (Patient)",1
3/21/10 13:07,"STARTED WITH CYMBALTA VIOLENT HEADACES AFTER4DAYS INCREASE 30 TO 60MG CTNBAKTA,MUSCKE ACHE DIZZY,PAIN BASE OF SKULL TO SCALP.BLURRED VISION.STOPPED CYMBALTA. MOST SYMPTOMS STILL EXIST.COULD THIS BE FROM METFORMIN?",Type 2 Diabetes Mellitus,metformin oral,4,1,8,"KACZEP, 75 or over Female  on Treatment for less than 1 month (Patient)",1
3/19/10 3:12,,Type 2 Diabetes Mellitus,metformin oral,5,3,7,"kokolupr, 45-54 Male  on Treatment for 5 to less than 10 years (Patient)",3
3/18/10 14:42,,Type 2 Diabetes Mellitus,metformin oral,3,3,3,"Jodycam2, 45-54 Female  (Patient)",3
3/18/10 13:10,,Type 2 Diabetes Mellitus,metformin oral,3,2,1,"metformin, 75 or over Male  on Treatment for 1 to less than 2 years (Patient)",3
3/16/10 2:07,,Type 2 Diabetes Mellitus,metformin oral,4,4,1,"Bucko, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
3/28/10 18:37,"my hair has started to fall out and there is a rash all  over my head.  It starts to bother me right after I take metformin,  Last week I did not use metformin and every thing cleared up.  Just as I began to use it again, my hair began to fall out when I brushed it and the rash came back all over my head.  ",Type 2 Diabetes Mellitus,metformin oral,5,3,1,"sammy, 75 or over Female  on Treatment for 1 to 6 months (Patient)",1
3/28/10 1:35,,Type 2 Diabetes Mellitus,metformin oral,5,1,1,"angela hill, 45-54 Female  on Treatment for 1 to 6 months (Patient)",5
3/28/10 1:02,,Type 2 Diabetes Mellitus,metformin oral,4,4,4,"Victoria, 19-24 Female  on Treatment for 1 to less than 2 years (Patient)",3
3/28/10 0:52,,Type 2 Diabetes Mellitus,metformin oral,2,2,5,"ejwilli, 55-64 Male  on Treatment for less than 1 month (Patient)",2
3/24/10 5:25,,Type 2 Diabetes Mellitus,metformin oral,5,4,1,45-54 Male  on Treatment for 1 to less than 2 years (Patient),3
4/8/10 22:49,"I simply want to say thank you for all the information. Everyone is different! Today I was given the news I am diabetic with an A1C of 6.5 and glucose at 137. I dont even understand these numbers yet. I have been give metformin 500mg once a day. It scares the hell out of me as there is a lot of diabetis in my family and many relatives have died from it's complications. currently 5'5"" 
					...
					",Type 2 Diabetes Mellitus,metformin oral,3,3,2,"Scared in NM, 45-54 Male  on Treatment for less than 1 month (Patient)",3
4/7/10 14:18,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"pokerface, 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",5
4/1/10 1:35,,Type 2 Diabetes Mellitus,metformin oral,5,5,4,"amcgraw71, 35-44 Female  on Treatment for 1 to 6 months (Patient)",5
3/30/10 16:17,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,"bass, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
3/29/10 13:40,,Type 2 Diabetes Mellitus,metformin oral,4,4,2,"hemiville, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",2
4/23/10 9:55,If I take 3 a day it gives me diarrea.,Type 2 Diabetes Mellitus,metformin oral,4,3,1,65-74 Male  on Treatment for 10 years or more (Patient),3
4/22/10 7:16,,Type 2 Diabetes Mellitus,metformin oral,1,1,1,"kingking, 45-54 on Treatment for 1 to 6 months (Patient)",2
4/21/10 2:12,,Type 2 Diabetes Mellitus,metformin oral,5,3,1,"deeds4force, 45-54 Male  on Treatment for 5 to less than 10 years (Patient)",3
4/16/10 0:19,,Type 2 Diabetes Mellitus,metformin oral,5,3,3,"mark from san francisco, 45-54 Male  on Treatment for less than 1 month (Patient)",5
4/9/10 23:15,,Type 2 Diabetes Mellitus,metformin oral,5,3,0,"jhinman617, 35-44 Female  on Treatment for less than 1 month (Patient)",3
5/3/10 5:46,"I can't handle the diabolical side effects. It lowered my BG somewhat(went from 500's down to 150-175), but I'm not sure the constant diarrhea, headaches, lower intestinal growling, heartburn, fatigue, stomach cramping, and itching are worth it. Until I can decide, I've stopped taking the drug. Honestly, I can deal with the diabetes itself better than I can handle the ""cure&qu
					...
					",Type 2 Diabetes Mellitus,metformin oral,2,3,2,"terrilynskn, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
5/2/10 15:02,,Type 2 Diabetes Mellitus,metformin oral,3,3,2,35-44 Female  on Treatment for 1 to 6 months (Patient),3
5/2/10 13:11,,Type 2 Diabetes Mellitus,metformin oral,5,3,4,"rosebud, 75 or over Female  on Treatment for 6 months to less than 1 year (Patient)",3
5/2/10 11:21,,Type 2 Diabetes Mellitus,metformin oral,5,3,1,"chatterbox, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",3
4/30/10 15:26,,Type 2 Diabetes Mellitus,metformin oral,1,1,1,"BILLTHEPAWPAW, 55-64 Male  on Treatment for 5 to less than 10 years (Patient)",1
5/11/10 7:01,I tend to have more frequent bowel movements and have been able to lose up to 16 lbs. so far from being on it.My A1C has been in a normal range and I have more energy now that my blood sugar is in control.The only downside is the frquency of bowel movements.,Type 2 Diabetes Mellitus,metformin oral,3,5,2,"troop3641, 35-44 Female  on Treatment for 6 months to less than 1 year (Patient)",3
5/10/10 0:59,,Type 2 Diabetes Mellitus,metformin oral,5,5,2,"oldcars, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",5
5/7/10 4:20,,Type 2 Diabetes Mellitus,metformin oral,4,3,2,"billy, 45-54 Male  on Treatment for 2 to less than 5 years (Patient)",3
5/6/10 1:21,,Type 2 Diabetes Mellitus,metformin oral,5,3,8,35-44 Female  on Treatment for less than 1 month (Patient),4
5/3/10 20:08,,Type 2 Diabetes Mellitus,metformin oral,2,2,6,"Diabetes101, 55-64 Female  on Treatment for less than 1 month (Patient)",2
5/21/10 19:58,it gave me diarrea,Type 2 Diabetes Mellitus,metformin oral,3,3,1,"gabby, 75 or over Male  on Treatment for 6 months to less than 1 year (Patient)",1
5/18/10 10:11,,Type 2 Diabetes Mellitus,metformin oral,3,3,0,"baj, 35-44 Male  on Treatment for 1 to 6 months (Patient)",1
5/17/10 21:15,,Type 2 Diabetes Mellitus,metformin oral,5,3,0,"MR.HICKSON, 35-44 Male  on Treatment for 1 to less than 2 years (Patient)",5
5/13/10 14:06,,Type 2 Diabetes Mellitus,metformin oral,5,5,1,45-54 Male  on Treatment for 5 to less than 10 years (Patient),4
5/13/10 13:08,,Type 2 Diabetes Mellitus,metformin oral,3,3,2,,1
5/28/10 21:31,don't know yet,Type 2 Diabetes Mellitus,metformin oral,4,3,0,"green, 55-64 on Treatment for 1 to 6 months (Patient)",3
5/26/10 13:58,,Type 2 Diabetes Mellitus,metformin oral,4,2,2,"Tamani, 35-44 Female  on Treatment for 2 to less than 5 years (Patient)",1
5/26/10 11:08,,Type 2 Diabetes Mellitus,metformin oral,5,3,3,,3
5/26/10 9:36,,Type 2 Diabetes Mellitus,metformin oral,5,5,0,65-74 Male  on Treatment for 5 to less than 10 years (Patient),5
5/25/10 13:42,,Type 2 Diabetes Mellitus,metformin oral,5,5,4,"gottahottip, 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",5
6/21/10 20:09,upset stomach and diaherra lack energy at times get sleepy after taking medication.,Type 2 Diabetes Mellitus,metformin oral,1,2,2,"fran, 75 or over Female  on Treatment for 1 to 6 months (Patient)",1
6/15/10 23:54,,Type 2 Diabetes Mellitus,metformin oral,5,5,5,"Helen, 55-64 Female  on Treatment for 1 to less than 2 years (Patient)",3
6/15/10 10:55,,Type 2 Diabetes Mellitus,metformin oral,5,5,3,25-34 Female  (Patient),4
6/14/10 14:53,,Type 2 Diabetes Mellitus,metformin oral,5,4,9,"elbarry, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",5
6/13/10 19:12,,Type 2 Diabetes Mellitus,metformin oral,5,2,2,"janet, 65-74 Male  on Treatment for 1 to 6 months (Patient)",3
6/13/10 6:51,,Type 2 Diabetes Mellitus,metformin oral,5,2,0,"easyhorse, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",3
6/11/10 15:15,,Type 2 Diabetes Mellitus,metformin oral,5,3,0,"jojo, 35-44 Female  on Treatment for 1 to 6 months (Patient)",4
6/9/10 2:11,,Type 2 Diabetes Mellitus,metformin oral,4,5,2,"ole dude, 55-64 Male  on Treatment for 5 to less than 10 years (Patient)",4
